Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
17434125696,"Feb 17, 2026, 9:41:43 PM",Butter walk,Run,"",1749,2.92,,,false,,,activities/17434125696.gpx,,,1749.0,1492.0,2927.0,5.1,1.962,2.1,8.7,105.0,111.7,3.0,-0.2,,,,,,,,,201.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2922.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.674,0.0,,,,,0.0,,,,1.959,,,,,,,,,,,,media/457f3931-da33-4626-a0d1-6d6cd3a015dc.mp4|media/781f0dd6-d470-4d17-84e0-e65821244e6a.jpg|media/8cab9ab7-3cd4-434b-9d74-fb606d863900.jpg
16905773236,"Jan 1, 2026, 3:58:24 PM",20.26km,Run,Happy new year,10629,20.26,,,false,,,activities/16905773236.gpx,,,10629.0,8879.0,20262.1,5.01,2.282,91.5,92.2,79.3,113.6,11.0,0.0,,,,,,,,,1404.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,20405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.906,114.4,,,,,0.0,,,,2.298,,,0.0,,,,,,,,,""
16838090328,"Dec 25, 2025, 4:16:28 PM",Lunch Run,Run,"",900,3.00,,,false,,,,,,900.0,900.0,3000.0,,3.333,,,,,,0.0,,,,,,,,,206.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.333,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/e65c55bd-a4b2-4fd6-b74b-f1e6cb57373d.jpg
16811869701,"Dec 22, 2025, 2:47:02 PM",Morning Run,Run,"",2859,4.11,,,false,,,activities/16811869701.gpx,,,2859.0,1480.0,4112.8,4.06,2.779,20.5,20.5,97.2,111.8,5.8,0.0,,,,,,,,,283.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,4107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.439,0.0,,,,,0.0,,,,2.775,,,,,,,,,,,,""
16500924366,"Nov 19, 2025, 1:57:06 AM",Quick 1mile,Run,"",480,1.60,,,false,,,,,,480.0,480.0,1600.0,,3.333,,,,,,0.0,,,,,,,,,110.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.333,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/ffd857af-8d93-4f0f-b4dc-acfc875dcfac.jpg
16298100326,"Oct 29, 2025, 11:02:08 PM",Tell me how far to go,Run,5°,7890,21.11,,,false,,,activities/16298100326.gpx,,,7890.0,7777.0,21110.8,6.82,2.715,7.1,8.7,325.2,334.6,8.0,0.0,,,,,,,,,1455.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,21141.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.676,2606.8,,,,,0.0,,,,2.718,,,0.0,,,,,,,,,media/2fde1ce7-7adf-4ba1-a553-80422c85bf06.jpg
16286685897,"Oct 28, 2025, 10:04:11 PM",Evening Run,Run,"",1631,5.01,,,false,,,activities/16286685897.gpx,,,1631.0,1631.0,5012.8,6.84,3.073,5.0,9.1,325.2,334.6,3.7,-0.1,,,,,,,,,345.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5013.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.073,586.5,,,,,0.0,,,,3.074,,,,,,,,,,,,""
16131216965,"Oct 13, 2025, 8:10:09 PM",🦃,Run,2 weeks left,2755,8.10,,,false,,,activities/16131216965.gpx,,,2755.0,2411.0,8105.7,7.06,3.362,3.1,5.9,105.6,111.6,2.9,0.0,,,,,,,,,558.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,8103.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.942,0.0,,,,,0.0,,,,3.361,,,,,,,,,,,,""
16121504690,"Oct 12, 2025, 8:25:03 PM",Afternoon Run,Run,"",990,3.30,,,false,,,,,,990.0,990.0,3300.0,,3.333,,,,,,0.0,,,,,,,,,227.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.333,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/04d1cdf3-b923-4206-9d15-04a6df531833.jpg
16092440015,"Oct 9, 2025, 9:18:22 PM",Afternoon Run,Run,"",31484,3.60,,,false,,,activities/16092440015.gpx,,,31484.0,1158.0,3600.0,6.12,3.109,32.0,30.4,325.3,340.9,8.6,0.1,,,,,,,,,249.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3620.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114,650.8,,,,,0.0,,,,3.127,,,,,,,,,,,,""
16089712642,"Oct 9, 2025, 5:43:22 AM",Night Run,Run,"",56071,1.28,,,false,,,activities/16089712642.gpx,,,56071.0,473.0,1283.1,4.7,2.713,7.1,9.3,331.5,338.5,7.6,-0.4,,,,,,,,,89.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,1287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,3.1,,,,,0.0,,,,2.721,,,,,,,,,,,,""
16070536881,"Oct 8, 2025, 4:15:07 AM",Treadmill,Run,(miles),960,3.30,,,false,,,,,,960.0,960.0,3300.0,,3.437,,,,,,0.0,,,,,,,,,227.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.437,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/43b5ddc7-ce6f-4bef-b4cc-2874b6495d5d.jpg
16047009686,"Oct 4, 2025, 6:17:00 AM",Night Run,Run,"",270,0.69,,,false,,,activities/16047009686.gpx,,,270.0,267.0,694.7,3.44,2.602,5.0,2.3,330.7,336.1,3.6,0.0,,,,,,,,,48.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,699.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.573,0.0,,,,,0.0,,,,2.619,,,0.0,,,,,,,,,""
16018430794,"Oct 2, 2025, 9:26:21 PM",Afternoon Run,Run,"",30863,6.25,,,false,,,activities/16018430794.gpx,,,30863.0,3501.0,6257.3,5.929,1.787,31.4,32.5,331.0,340.9,29.2,0.0,,,,,,,,,441.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,6411.8,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203,27.0,,,,,0.0,,,,1.831,,,,,,,,,,,,""
15993867716,"Oct 1, 2025, 1:40:11 AM",100k Sept,Run,"",2675,8.40,,,false,,,activities/15993867716.gpx,,,2675.0,2675.0,8408.0,4.6,3.143,15.0,9.1,324.7,340.6,5.7,0.1,,,,,,,,,581.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,8445.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.143,848.7,,,,,0.0,,,,3.157,,,,,,,,,,,,""
15992219451,"Sep 30, 2025, 10:35:34 PM",Sept 90,Run,"",3250,10.00,,,false,,,,,,3250.0,3250.0,10000.0,,3.077,,,,,,0.0,,,,,,,,,688.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.077,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
15935950970,"Sep 25, 2025, 5:48:44 PM",Pot committed,Run,10k turned into 12k into 15k into 21.11k,7591,21.11,,,false,,,activities/15935950970.gpx,,,7591.0,7206.0,21115.0,5.46,2.93,11.0,9.3,325.2,333.8,29.4,0.0,,,,,,,,,1455.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,21150.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.782,2080.1,,,,,0.0,,,,2.935,,,0.0,,,,,,,,,media/6d3db8c4-4ed7-4244-8997-a68c95fec2a3.jpg|media/d00a7a2e-0636-460b-bdeb-1d8c6f16247e.jpg|media/8310c77d-fec5-4fe3-a8b4-9d4176ebf215.jpg|media/9f05460b-8a97-489c-9eed-aeba2b9aabf8.jpg
15871955292,"Sep 19, 2025, 10:50:48 PM",Evening Run,Run,"",487,1.30,,,false,,,activities/15871955292.gpx,,,487.0,422.0,1302.1,5.1,3.086,10.5,2.2,333.5,346.8,10.4,1.0,,,,,,,,,92.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,1343.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.674,0.0,,,,,0.0,,,,3.185,,,,,,,,,,,,""
15838077955,"Sep 17, 2025, 12:31:18 AM",Road to recovery,Run,"I think this fixed my knee (made it worse)
",6592,21.11,,,false,,,activities/15838077955.gpx,,,6592.0,6589.0,21114.0,6.22,3.204,3.7,12.7,325.2,334.6,4.6,0.0,,,,,,,,,1454.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,21126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.203,2388.9,,,,,0.0,,,,3.206,,,,,,,,,,,,media/f4aa798e-3ced-41d5-96bc-02f3317dd854.jpg|media/f3567c17-5a1f-411c-b5df-405f833375bb.jpg|media/ac7d0ac7-4825-4995-8f62-110be43c2ba3.jpg|media/4128be07-f9f5-4654-a3e9-4f40a950cb42.jpg
15826262215,"Sep 15, 2025, 10:57:53 PM",Evening Run,Run,"",397,1.09,,,false,,,activities/15826262215.gpx,,,397.0,381.0,1089.9,5.14,2.861,4.8,7.6,333.1,336.6,6.9,-0.2,,,,,,,,,75.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,1095.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.745,166.8,,,,,0.0,,,,2.876,,,,,,,,,,,,""
15814197928,"Sep 14, 2025, 2:42:40 PM",Morning Run,Run,"",29816,7.93,,,false,,,activities/15814197928.gpx,,,29816.0,1889.0,7934.4,16.68,4.2,47.6,48.0,328.6,343.2,10.0,0.0,,,,,,,,,550.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,7989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.266,0.0,,,,,0.0,,,,4.229,,,,,,,,,,,,""
15809980153,"Sep 12, 2025, 8:55:21 PM",Afternoon Run,Run,"",17477,5.35,,,false,,,activities/15809980153.gpx,,,17477.0,2375.0,5353.7,14.647,2.254,19.8,22.5,332.9,349.0,45.3,0.0,,,,,,,,,374.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5431.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.306,6.5,,,,,0.0,,,,2.287,,,,,,,,,,,,""
15759889747,"Sep 8, 2025, 4:40:17 AM",Night Run,Run,"",173879,2.00,,,false,,,activities/15759889747.gpx,,,173879.0,573.0,2003.3,6.5,3.496,13.4,13.7,330.8,336.9,5.4,-0.1,,,,,,,,,139.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2022.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.0,,,,,0.0,,,,3.53,,,,,,,,,,,,""
15736072576,"Sep 8, 2025, 12:52:34 AM",Evening Run,Run,"",13650,1.58,,,false,,,activities/15736072576.gpx,,,13650.0,750.0,1582.3,4.48,2.11,9.1,7.4,330.8,340.0,9.9,0.2,,,,,,,,,111.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,1606.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116,0.0,,,,,0.0,,,,2.143,,,,,,,,,,,,""
15722172364,"Sep 6, 2025, 10:23:06 PM",pt2,Run,"",637,2.07,,,false,,,activities/15722172364.gpx,,,637.0,633.0,2072.3,4.26,3.274,14.7,13.3,333.4,346.8,5.3,0.1,,,,,,,,,144.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.253,0.0,,,,,0.0,,,,3.308,,,,,,,,,,,,""
15722061209,"Sep 6, 2025, 9:50:28 PM",where did I go,Run,"",1382,4.67,,,false,,,activities/15722061209.gpx,,,1382.0,1379.0,4673.0,4.64,3.389,30.4,33.3,324.3,342.2,6.3,0.0,,,,,,,,,323.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,4698.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.381,106.2,,,,,0.0,,,,3.407,,,,,,,,,,,,media/d25b7f3e-90c3-496b-a1f8-58a77983da99.jpg|media/b15de3c5-f297-4ba9-a1f9-cbb729cfe7cc.jpg
15705759847,"Sep 5, 2025, 12:35:13 PM",Morning Run,Run,"",986,3.00,,,false,,,,,,986.0,986.0,3000.0,,3.043,,,,,,0.0,,,,,,,,,206.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.043,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/472f9231-3aa0-40d3-aa81-616fa3bda9af.jpg
15695487034,"Sep 4, 2025, 2:53:51 PM",Morning Run,Run,"",1271,3.02,,,false,,,activities/15695487034.gpx,,,1271.0,902.0,3021.4,4.86,3.35,9.1,9.2,333.9,343.7,4.8,0.0,,,,,,,,,209.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3033.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.377,0.0,,,,,0.0,,,,3.363,,,,,,,,,,,,""
15690021781,"Sep 4, 2025, 2:19:26 AM",CIF VB,Run,"",542,1.19,,,false,,,activities/15690021781.gpx,,,542.0,374.0,1193.7,4.26,3.192,10.4,0.0,334.0,345.3,10.0,0.8,,,,,,,,,85.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,1229.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.202,0.0,,,,,0.0,,,,3.286,,,,,,,,,,,,""
15689023307,"Sep 3, 2025, 11:47:22 PM",Gym + tread,Run,"",524,1.60,,,false,,,,,,524.0,524.0,1600.0,,3.053,,,,,,0.0,,,,,,,,,110.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.053,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/2eda8aa2-6480-4545-bbc1-f4bca64df960.jpg
15666487012,"Sep 2, 2025, 3:45:22 AM",Night Run,Run,"",447,1.62,,,false,,,activities/15666487012.gpx,,,447.0,433.0,1624.7,6.2,3.752,15.1,10.9,330.8,338.8,8.8,0.1,,,,,,,,,113.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,1648.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.635,0.0,,,,,0.0,,,,3.807,,,,,,,,,,,,""
15658337900,"Sep 1, 2025, 12:08:06 PM",Morning Run,Run,"",1037,3.00,,,false,,,activities/15658337900.gpx,,,1037.0,936.0,3003.5,5.4,3.209,13.4,13.3,326.4,336.2,5.0,0.0,,,,,,,,,208.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3016.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.896,365.9,,,,,0.0,,,,3.223,,,,,,,,,,,,""
15653888680,"Aug 31, 2025, 12:02:02 PM",Morning Run,Run,"",1563,5.00,,,false,,,activities/15653888680.gpx,,,1563.0,1545.0,5004.4,4.8,3.239,27.4,31.8,328.5,341.8,5.1,-0.1,,,,,,,,,346.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.202,0.0,,,,,0.0,,,,3.251,,,,,,,,,,,,""
15635399737,"Aug 30, 2025, 9:53:00 AM",Sayonara,Run,"100km August. My job here is done
Off to Waterloo in 20 minutes",2140,6.70,,,false,,,activities/15635399737.gpx,,,2140.0,2140.0,6703.9,4.6,3.133,16.6,19.1,97.1,111.6,5.3,0.0,,,,,,,,,463.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,6721.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.133,76.1,,,,,0.0,,,,3.141,,,0.0,,,,,,,,,media/3f1e9bc0-186b-4f30-837c-2d61a506d76d.jpg
15617500548,"Aug 28, 2025, 3:23:08 PM",stopped early cause of 🌧🌧,Run,"",2910,9.11,,,false,,,activities/15617500548.gpx,,,2910.0,2910.0,9112.4,4.54,3.131,3.0,5.8,105.8,111.6,3.0,0.0,,,,,,,,,627.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,9110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.131,0.0,,,,,0.0,,,,3.131,,,,,,,,,,,,""
15611850965,"Aug 28, 2025, 3:01:34 AM",warm up for tomorrow,Run,"",1697,5.40,,,false,,,activities/15611850965.gpx,,,1697.0,1697.0,5405.8,5.12,3.186,2.3,6.9,106.9,111.6,3.1,0.0,,,,,,,,,372.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5406.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.186,0.0,,,,,0.0,,,,3.186,,,,,,,,,,,,""
15594426466,"Aug 26, 2025, 4:05:36 PM",Lunch Run,Run,"",1850,1.95,,,false,,,activities/15594426466.gpx,,,1850.0,1036.0,1949.4,5.26,1.882,14.5,16.0,109.6,123.2,6.9,-0.1,,,,,,,,,136.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,1974.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.054,0.0,,,,,0.0,,,,1.906,,,,,,,,,,,,""
15587814269,"Aug 26, 2025, 3:00:54 AM",caterpillar,Run,"",1335,5.00,,,false,,,activities/15587814269.gpx,,,1335.0,1335.0,5000.9,5.44,3.746,0.0,2.5,106.9,109.5,1.9,0.0,,,,,,,,,344.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,4999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.746,0.0,,,,,0.0,,,,3.745,,,,,,,,,,,,""
15564252371,"Aug 24, 2025, 12:02:20 AM",Evening Run,Run,"",164,0.43,,,false,,,activities/15564252371.gpx,,,164.0,85.0,434.5,7.42,5.112,0.0,0.0,106.7,108.0,1.2,-0.1,,,,,,,,,30.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,434.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.649,0.0,,,,,0.0,,,,5.107,,,,,,,,,,,,""
15559413939,"Aug 23, 2025, 1:35:12 PM",Morning Run,Run,"",2392,2.77,,,false,,,activities/15559413939.gpx,,,2392.0,906.0,2778.2,5.46,3.066,12.6,9.8,103.1,113.1,6.6,0.0,,,,,,,,,192.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2791.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.161,0.0,,,,,0.0,,,,3.081,,,,,,,,,,,,""
15527439552,"Aug 20, 2025, 3:56:26 PM",Lunch Run,Run,"new shoes 😁
Aug 02 ✅️
Aug 20 ✅️
notes: 21C, 65% humidity, cloudy, light breeze",6871,21.11,,,false,,,activities/15527439552.gpx,,,6871.0,6865.0,21115.1,6.96,3.076,3.1,5.8,105.8,111.6,2.0,0.0,,,,,,,,,1453.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,21112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.073,0.0,,,,,0.0,,,,3.075,,,0.0,,,,,,,,,media/d31c57ec-6ae2-4153-af22-ebd46cbab44f.jpg
15507693872,"Aug 18, 2025, 9:07:21 PM",soccer warm up with bag,Run,"",1680,4.58,,,false,,,activities/15507693872.gpx,,,1680.0,1553.0,4586.4,4.42,2.953,14.1,52.7,71.2,110.3,5.9,-0.9,,,,,,,,,312.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,4535.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,0.0,,,,,0.0,,,,2.921,,,0.0,,,,,,,,,""
15501490901,"Aug 18, 2025, 2:41:33 PM",kn race jog,Run,"",900,2.91,,,false,,,activities/15501490901.gpx,,,900.0,801.0,2911.9,7.52,3.635,12.4,12.4,87.4,93.5,4.0,0.0,,,,,,,,,201.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2922.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.235,22.0,,,,,0.0,,,,3.648,,,,,,,,,,,,""
15466071098,"Aug 15, 2025, 10:25:41 AM",6am Run,Run,the higher you go the lonelier it gets,1909,6.00,,,false,,,activities/15466071098.gpx,,,1909.0,1903.0,6007.2,4.78,3.157,3.1,5.8,105.8,111.6,3.7,0.0,,,,,,,,,413.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,6004.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.147,0.0,,,,,0.0,,,,3.155,,,,,,,,,,,,media/b5134982-02ee-442a-8e39-dc247ff723f5.jpg
15383577830,"Aug 8, 2025, 2:27:15 AM",Night Run,Run,"",2612,8.05,,,false,,,activities/15383577830.gpx,,,2612.0,2606.0,8051.5,4.6,3.09,2.3,6.9,106.9,111.6,3.2,0.0,,,,,,,,,554.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,8049.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.083,0.0,,,,,0.0,,,,3.089,,,,,,,,,,,,media/1332344c-e3e4-4341-beef-ed90f8c86b0a.jpg
15370291616,"Aug 6, 2025, 10:05:17 PM",Soccer pract,Run,"",1662,4.89,,,false,,,activities/15370291616.gpx,,,1662.0,1457.0,4898.7,5.1,3.362,17.0,49.7,75.8,111.6,5.3,-0.7,,,,,,,,,334.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,4857.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.947,29.2,,,,,0.0,,,,3.334,,,,,,,,,,,,""
15320897842,"Aug 2, 2025, 1:56:56 PM",🎂,Run,"",7240,21.11,,,false,,,activities/15320897842.gpx,,,7240.0,7017.0,21111.8,5.46,3.009,3.1,5.8,105.8,111.6,2.8,0.0,,,,,,,,,1453.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,21113.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.916,0.0,,,,,0.0,,,,3.009,,,,,,,,,,,,""
15297859511,"Jul 31, 2025, 12:48:32 PM",103/100km July. Hat stolen ☹️,Run,"7 days for 49km after japan.
",3370,10.00,,,false,,,activities/15297859511.gpx,,,3370.0,3162.0,10000.8,4.96,3.163,14.1,16.4,105.1,111.6,7.0,0.0,,,,,,,,,689.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10019.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.968,146.7,,,,,0.0,,,,3.169,,,,,,,,,,,,""
15280779265,"Jul 29, 2025, 7:47:46 PM",Afternoon Run,Run,"",3165,2.84,,,false,,,activities/15280779265.gpx,,,3165.0,1914.0,2839.7,3.96,1.484,20.3,20.3,97.3,108.8,10.3,0.0,,,,,,,,,197.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2868.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.897,0.0,,,,,0.0,,,,2.859,,,,,,,,,,,,""
15273782058,"Jul 29, 2025, 11:11:32 AM",92/100km July D6,Run,"",1405,5.00,,,false,,,activities/15273782058.gpx,,,1405.0,1405.0,5001.5,4.6,3.56,3.1,5.8,105.8,111.6,3.7,0.0,,,,,,,,,344.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5003.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,0.0,,,,,0.0,,,,3.561,,,,,,,,,,,,""
15263402175,"Jul 28, 2025, 1:01:17 PM",87/100km July D5,Run,7 days to finish 49km after japan,1900,6.00,,,false,,,activities/15263402175.gpx,,,1900.0,1899.0,6002.0,6.76,3.161,3.1,5.8,105.8,111.6,3.5,-0.1,,,,,,,,,413.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.159,0.0,,,,,0.0,,,,3.159,,,,,,,,,,,,""
15242673921,"Jul 26, 2025, 12:22:26 PM",wee donuts 81/100k July D3,Run,7 days for 49km after japan,7322,16.00,,,false,,,activities/15242673921.gpx,,,7322.0,5792.0,16007.0,5.52,2.764,9.9,9.9,105.8,111.6,25.0,0.0,,,,,,,,,1103.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,16027.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.186,0.0,,,,,0.0,,,,2.767,,,,,,,,,,,,""
15241348071,"Jul 25, 2025, 2:43:01 PM",Morning Run,Run,"",254,0.70,,,false,,,activities/15241348071.gpx,,,254.0,254.0,705.3,4.567,2.777,0.0,5.8,105.8,111.6,2.0,-0.6,,,,,,,,,48.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,698.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.777,0.0,,,,,0.0,,,,2.751,,,,,,,,,,,,""
15231316715,"Jul 25, 2025, 12:29:27 PM",100km July D2,Run,47km needed after japan with 7 days,1803,5.60,,,false,,,activities/15231316715.gpx,,,1803.0,1758.0,5604.5,4.42,3.188,3.1,5.8,105.8,111.6,3.0,-0.1,,,,,,,,,385.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5601.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.108,0.0,,,,,0.0,,,,3.186,,,,,,,,,,,,""
15220163654,"Jul 24, 2025, 11:39:36 AM",1st morning back,Run,"",1608,5.01,,,false,,,activities/15220163654.gpx,,,1608.0,1608.0,5009.0,4.9,3.115,3.1,5.8,105.8,111.6,3.2,-0.1,,,,,,,,,344.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5006.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.115,0.0,,,,,0.0,,,,3.113,,,,,,,,,,,,""
15205565722,"Jul 22, 2025, 9:33:24 PM",Last japan morning walk,Run,"",2619,2.22,,,false,,,activities/15205565722.gpx,,,2619.0,1497.0,2226.1,2.46,1.487,5.0,5.8,38.4,45.0,10.8,0.0,,,,,,,,,154.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2244.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.0,,,,,0.0,,,,1.499,,,,,,,,,,,,""
15150497758,"Jul 18, 2025, 1:23:39 AM",Morning Run,Run,"",1450,1.57,,,false,,,activities/15150497758.gpx,,,1450.0,1447.0,1570.5,4.18,1.085,17.4,11.1,32.2,42.6,32.5,0.4,,,,,,,,,113.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,1641.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.083,0.0,,,,,,,,,1.134,,,,,,,,,,,,""
